timestamp,direction,type,message
2026-03-26T20:52:51Z,sent,dm,"Ei Will! Vi que você é BTI — exatamente o perfil que tô reunindo aqui em CG.  Tô montando o PBuilders, uma comunidade presencial de quem constrói com IA na Paraíba. Meetups mensais, demos ao vivo, gente fazendo coisa de verdade — sem papo de slide.  Se topar bater um papo: pbuilders.ai  Abraço, Alan! "
